./text_en/AdviceText.utf.txt,,達成率,5.881%
UI No Sites For External Buildings,There are no suitable sites for external buildings here.,ここでは、外部の建物には適した場所がありません。,
UI No Sites For Roads,There are no more sites suitable to build roads here.,ここでは、道路を構築するのに適しこれ以上のサイトがありません。,
UI No Sites For Clearing,There is no land here that can be cleared.,クリアすることができますここには土地がありません。,
UI No Sites For Farms,There is no more space to construct farms.,ファームを構築するためのこれ以上のスペースがありません。,
RB Noble Rebellion,Noble Rebellion,ノーブルリベリオン,
RB New Noble Rebellion Desc,"The nobles became dissatisfied with your rule, and have raised the flag of rebellion. If you do not move to crush them swiftly, others may join them.",貴族はあなたのルールに不満になった、と反乱の旗を提起しています。あなたが迅速にそれらを鎮圧するために移動しない場合は、他の人がそれらを結合することがあります。,
RB City Joins Noble Rebellion Desc,"The nobles here have become dissatisfied with your rule and joined the rebellion. If many more join them, your dynasty will be finished.  You will need to use your trusted characters and militia or regular army units to crush them.",ここでの貴族はあなたのルールに不満になると反乱に参加しています。多くはより多くのそれらを結合した場合、あなたの王朝が完了します。あなたはそれらを鎮圧するためにあなたの信頼された文字と民兵や正規軍ユニットを使用する必要があります。,
RB Peasant Rebellion,Peasant Rebellion,農民反乱,
RB New Peasant Rebellion Desc,"The peasants here have become dissatisfied with their lot, and have rebelled against their rightful lords. Crush them quickly or their rebellion will spread like wild fire.",ここでの農民は、彼らの多くに不満となっており、その正当な領主に反抗しています。すぐにそれらをつぶすか、彼らの反乱は、野生の火のように広がっていきます。,
RB City Joins Peasant Rebellion Desc,"The peasants here have overthrown their rulers and joined the rebels. If this insult is not avenged, others will be emboldened to join them.",ここでの農民は、彼らの支配者を転覆し、反乱軍に参加しています。この侮辱を復讐されていない場合は、他の人がそれらを結合するために勇気づけされます。,
RB Army Joins Peasants,Army Defects to Peasants,農民への軍の欠陥,
RB Army Joins Peasants Desc,"This army of degenerate vagabonds has defected from your service to join the peasant rebels. Their disloyalty must be harshly punished, but beware of using armies of militia or tribal soldiers against them, as they too may rebel.",縮退放浪のこの軍は農民の反乱軍に参加するためにあなたのサービスから亡命してきました。彼らの不忠は厳しく罰せられますが、それらが多すぎ反逆者として、それらに対して民兵や部族の兵士の軍隊を使用して用心しなければなりません。,
RB Army Joins Nobles,Army Defects to Nobles,貴族の軍欠陥,
RB Army Joins Nobles Desc,"The ingrates in charge of this army have rejected their rightful lord, and joined the forces of the nobles rebelling against you. While they must be brought swiftly to heel, be wary of using units of nobles except in areas where unrest is low. ",この軍の担当ingratesは彼らの正当な藩主を拒否し、あなたに反逆貴族の力を合わせてきました。彼らはかかとに迅速にもたらされなければならないが、不安が低い場所以外貴族の単位を使用しての警戒します。,
RB Bandits,Bandits,バンディッツ,
RB Bandits Desc,A band of worthless and desperate men have taken to banditry and begun to prey on the people of this area. Crush this nuisance swiftly and mercilessly.,無益と絶望的な男性のバンドが強盗に取られ、この地域の人々に餌食に始めています。迅速かつ容赦なくこの迷惑をつぶします。,
